data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7927914,728,SSD7554,7554,25-Apr-21,2021,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Malual Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),7,37,Eastern Africa,South Sudan,Northern Bahr el Ghazal,Aweil North,Malual West,Warchuei (Majak Baai payam),9.1475,26.8255,2,Radio Tamazuj,Regional,"On 25 April 2021, two young children (presumed to be Malual Dinka) were wounded whilst playing with an abandoned grenade that one of the children had discovered in a nearby forest. The incident occurred in one of the two Warchuei villages in Aweil North county (Northern Bahr el Ghazal state) [coded to Warchuei (Majak Baai payam)].",0,1620076267,SSD
7927491,728,SSD7555,7555,25-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (Italy),Catholic Christian Group (Italy),7,37,Eastern Africa,South Sudan,Lakes,Rumbek Center,Rumbek Town,Rumbek,6.8074,29.676,1,Radio Tamazuj; Eye Radio (South Sudan),National-Regional,"On 25 April 2021, unknown gunmen forced their way into the compound of the newly appointed Bishop of the Rumbek Catholic Diocese (an Italian citizen, who has resided in South Sudan for over 15 years) in Rumbek town (Rumbek Centre county, Lakes state), shooting him once in each leg. The victim did not suffer broken bones or fractures, and has been transferred to a hospital in Nairobi. 35 people have been arrested in connection with the attack, including 7 police officers who were responsible for the safety of the Bishop. The motivation for the attack is currently unclear.",0,1620076266,SSD
7927492,728,SSD7556,7556,25-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Kakwa Ethnic Group (South Sudan),7,37,Eastern Africa,South Sudan,Central Equatoria,Yei,Yei,Yei,4.0947,30.6772,2,Radio Tamazuj; Catholic Radio Network,National-Regional,"On 25 April 2021, a group of seven unknown gunmen abducted a chief (presumed to be Kakwa) from his house in Kondeko in Yei payam (Yei county, Central Equatoria state), firing weapons to prevent his family members from getting help, before setting fire to his mattress. The source indicates that one of the abductors was related to the chief.",0,1620076266,SSD
7927490,728,SSD7553,7553,24-Apr-21,2021,1,Riots,Violent demonstration,Rioters (South Sudan),Ruweng Clan Group (South Sudan); Dinka Ethnic Group (South Sudan); Labour Group (South Sudan),5,Civilians (South Sudan),Aid Workers (South Sudan); UNMISS: United Nations Mission in the Republic of South Sudan (2011-),7,57,Eastern Africa,South Sudan,Unity,Panriang,Jamjang,Jam Jang,9.9301,30.2922,1,Radio Tamazuj; UNOCHA; Catholic Radio Network,Other-National,"On 24 April 2021, approximately 50 youth (presumed to be Ruweng Dinka) demonstrated against unemployment at an international NGO compound in Jam Jang in the disputed Ruweng Administrative Area (Pariang county, Unity state). The demonstrators forced their way into the compound and attacked aid workers, wounding several (one seriously). UNMISS peacekeepers intervened, and have increased their presence in Jam Jang. [size=approximately 50]",0,1620076266,SSD
7917794,728,SSD7551,7551,22-Apr-21,2021,1,Battles,Armed clash,Atuot Ethnic Militia (South Sudan),,4,Atuot Ethnic Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Lakes,Yirol West,Anuol,Anuol,6.2581,30.3826,2,Sudans Post; Juba Monitor; Radio Miraya,National,"On 22 April 2021, two groups (described as the Jeluth and Nyaying, who are presumed to be sub-sections of an Atuot section. Note one source says it is the Gurang rather than Jeluth) clashed at an unspecified location in Anuol payam (Yirol West county, Lakes state), killing at least 20 and leaving 'many' wounded. The clash relates to a previous clash in March, in which at least one person was killed in a dispute relating to an elopement.",20,1619476352,SSD
8069457,728,SSD7675,7675,21-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Didinga Ethnic Group (South Sudan),7,37,Eastern Africa,South Sudan,Eastern Equatoria,Kapoeta South,Longeleya,Namorunyang,4.6739,33.6535,2,Radio Tamazuj,Regional,"On 21 April 2021, unknown gunmen killed two children (presumed to be Didinga) at Narekede village in the area of Namorunyang (Kapoeta South county, Eastern Equatoria state). There is no further information.",2,1623704957,SSD
7927915,728,SSD7552,7552,21-Apr-21,2021,1,Battles,Armed clash,Macar-Waat-Gok Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,Macar-Panyar-Gok Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,44,Eastern Africa,South Sudan,Lakes,Cueibet,Citcok,Tiap Tiap,7.3234,29.3247,2,Radio Tamazuj,Regional,"On 21 April 2021, members of the Waat and Panyar subsections of the Macar section of the Gok Dinka clan clashed in the Tiap Tiap area of Cueibet county (Lakes state), killing 8 and wounding 20. The clashes were sparked after a member of the Waat subsection discovered a cow recently stolen from him among the Macar cattle.",8,1620076267,SSD
7917793,728,SSD7549,7549,21-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),,7,37,Eastern Africa,South Sudan,Jonglei,Twic East,Nyuak,Gadiang,7.1624,31.7309,2,Radio Tamazuj; Eye Radio (South Sudan),National-Regional,"On 21 April 2021, unknown attackers (variously described as 'armed men', 'bandits', and 'cattle raiders') fired upon a vehicle travelling from Bor to Yuai in the Gadiang area of Twic East county (Jonglei state), killing a wife of the former health minister Dr Riek Gai Kok and one other traveler, and wounding one other. Four people are missing after the attack.",2,1619476352,SSD
7998588,728,SSD7548,7548,19-Apr-21,2021,1,Strategic developments,Looting/property destruction,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Wau North,Wau,7.7062,27.9933,1,Radio Tamazuj,Regional,"Property destruction: On 19 April 2021, SSPDF soldiers acting under the command of Maj. Gen. Ring Akuei Ring demolished civilian houses near a barracks in the Grinti neighborhood of Wau city (Wau county, Western Bahr el Ghazal state), and detained one of the residents of the area. The residents reportedly purchased the land in 2017; the Maj. Gen. has said civilians should not occupy lands near a military installation, and also claimed that the residents were proxies for unspecified 'big people'.",0,1621903735,SSD
7917792,728,SSD7547,7547,19-Apr-21,2021,1,Battles,Armed clash,Athoi-Gony-Agar Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,Athoi-Thuyic-Agar Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,44,Eastern Africa,South Sudan,Lakes,Rumbek East,Cuei-Cok,Cuei-Cok,6.7251,29.7448,2,Radio Tamazuj; Eye Radio (South Sudan),National-Regional,"On 19 April 2021, armed pastoralists from the Gony and Thuyic subsections of the Athoi section of the Agar Dinka clashed once again (note that some sources also implicated the Dhiei subsection of the Aliamtoc section, though it is unclear what capacity they were involved in) at an unspecified location in Cuei-Cok payam (Rumbek East county, Lakes state), following clashes two days prior. There is no information regarding casualties or fatalities. Authorities reportedly intervened to separate the groups.",0,1619476352,SSD
7918333,728,SSD7546,7546,19-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Labour Group (South Sudan),7,37,Eastern Africa,South Sudan,Eastern Equatoria,Budi,Loriyok,Camp 15,4.5092,33.3117,2,Radio Tamazuj,Regional,"On 19 April 2021, unknown gunmen fired upon cattle traders close to Camp 15 (Budi county, Eastern Equatoria state), killing one and wounding another (who died later in hospital). There is no clear motive for the attack, which follows violence in the area in late March.",2,1619476353,SSD
7937057,728,SSD7550,7550,18-Apr-21,2021,1,Violence against civilians,Attack,Kapoeta Communal Militia (South Sudan),,4,Civilians (South Sudan),Labour Group (South Sudan),7,47,Eastern Africa,South Sudan,Eastern Equatoria,Kapoeta North,Najie,Riwoto,4.7762,33.5829,2,Radio Tamazuj; Radio Miraya,National-Regional,"On 18 April 2021, cattle raiders from Kapoeta North attacked cattle traders at a kraal around 2km from Riwoto (Kapoeta North county, Eastern Equatoria state), stealing 93 head of cattle, 71 of which were later recovered. It is not clear whether there were any injuries, although the sources do not indicate that anyone was killed or seriously harmed.",0,1620675925,SSD
8166096,728,SSD7545,7545,18-Apr-21,2021,1,Battles,Armed clash,Athoi-Gony-Agar Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,Athoi-Thuyic-Agar Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,44,Eastern Africa,South Sudan,Lakes,Rumbek East,Pacong,Mayelic,6.7129,29.8649,2,Eye Radio (South Sudan); VOA; Sudans Post; Radio Tamazuj; Juba Monitor,National-Regional,"On 18 April 2021, clashes broke out between armed pastoralists from the Gony and Thuyic subsections of the Athoi section of the Agar Dinka (note that some sources also implicated the Dhiei subsection of the Aliamtoc section) in the areas of Manyang Riel, Kuet-douang and Mai-nyaleng in a swampy grazing land 20 miles from Rumbek Town in Rumbek East county (Lakes state) [coded to Mayelic]. 23 were killed (at least one of whom died later from their wounds) and 20 wounded. One source says the fighting was caused by a dispute over grazing land; an individual accused of supplying arms has been arrested along with six others.",23,1624310472,SSD
8073672,728,SSD7544,7544,16-Apr-21,2021,1,Riots,Mob violence,Rioters (South Sudan),Dinka Ethnic Militia (South Sudan); Malual Clan Group (South Sudan),5,Rioters (South Sudan),Dinka Ethnic Militia (South Sudan); Malual Clan Group (South Sudan),5,55,Eastern Africa,South Sudan,Northern Bahr el Ghazal,Aweil East,Yargot,Yargot,9.0082,27.4591,2,Radio Tamazuj,Regional,"On 16 April 2021, two groups of women armed with sticks (and presumed to be Malual Dinka) fought one another in the village of Malual Deng Ngor in Yargot payam (Aweil East county, Northern Bahr el Ghazal state), in what is described as a dispute over access to a water point. One woman died in the incident, and five have been arrested. [size=no report]",1,1623795487,SSD
7917938,728,SSD7543,7543,15-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),,7,37,Eastern Africa,South Sudan,Eastern Equatoria,Budi,Komiri,Lojiong,4.2876,33.4319,2,Catholic Radio Network,National,"On 15 April 2021, unknown attackers fired multiple rounds into buildings at or near to Lojiong (Budi county, Eastern Equatoria state), wounding one woman. The motivation for the attack is unclear.",0,1619476352,SSD
8069586,728,SSD7674,7674,15-Apr-21,2021,3,Battles,Armed clash,Zande Ethnic Militia (South Sudan),,4,Unidentified Ethnic Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Western Equatoria,Tambura,Tambura,Tambura,5.6056,27.4716,2,UNOCHA,Other,"Around 15 April 2021 (month of), inter-ethnic fighting was reported to between two unspecified groups (one of whom is here presumed to be Zande) at an unspecified location in Tambura county (Western Equatoria state). Over 800 people were displaced in the fighting, although there is no information regarding casualties or fatalities.",0,1623704957,SSD
7966443,728,SSD7530,7530,15-Apr-21,2021,1,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,Military Forces of South Sudan (2011-),,1,11,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8551,31.5799,1,Eye Radio (South Sudan); Juba Monitor,Subnational-National,"On 15 April 2021, soldiers clashed against one another in Juba (Central Equatoria) after some soldiers attacked a pastor and his son at the African Inland Church premises over land disputes. At least two soldiers were reportedly injured and the pastor's son was shot in the leg.",0,1620691902,SSD
7993343,728,SSD7585,7585,15-Apr-21,2021,3,Violence against civilians,Attack,Toposa Ethnic Militia (South Sudan),Pastoralists (South Sudan),4,Civilians (South Sudan),Jie Ethnic Group (South Sudan); Pastoralists (South Sudan),7,47,Eastern Africa,South Sudan,Eastern Equatoria,Kapoeta East,Jie,Chabong,5.5992,34.0011,2,Radio Tamazuj,Regional,"Around 15 April 2021 (month of), Toposa cattle raiders attacked an unspecified location in Jie payam (Kapoeta East county, Eastern Equatoria state) [coded to Chabong], stealing 14 head of cattle from the Jie community (12 of which were later returned).",0,1621889045,SSD
7917937,728,SSD7541,7541,14-Apr-21,2021,2,Violence against civilians,Attack,Lotuko Ethnic Milita (South Sudan),,4,Civilians (South Sudan),Labour Group (South Sudan),7,47,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Hiyala,New Keny,4.4743,32.8173,2,Catholic Radio Network,National,"Around 14 April 2021 (week of), four armed youth from Haforiere (coded as Lotuko militia) shot and wounded a businessman at an unspecified location along the road from Torit to Kapoeta [coded to New Keny, Torit county, Eastern Equatoria state]. The reason for the shooting is unclear.",0,1619476352,SSD
7919835,728,SSD7542,7542,14-Apr-21,2021,2,Violence against civilians,Attack,Kuacthii-Leer-Rek Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,Civilians (South Sudan),Kuacthii-Nyong Akoc-Rek Sub-Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),7,47,Eastern Africa,South Sudan,Warrap,Tonj North,Pagol,Pagol,7.7004,28.5793,2,VOA,International,"Around 14 April 2021 (as reported), irregular militia (implied to be from the Leer subsection of the Kuacthii section of the Rek Dinka, and coded as such) were implicated in at least two incidents in or near Nyangakoc village in Pagol payam (Tonj North county, Warrap state). In one incident, 5 civilians (including 2 children) were executed in the village (which is in an area inhabited by the Nyong Akoc subsection), and in the other a vehicle travelling between Wau and Tonj was fired upon (note that is unclear whether there were any injuries or fatalities in the second incident). Residents of the area accuse the newly appointed Governor of the state of being responsible for the attacks.",5,1619479598,SSD
7917939,728,SSD7540,7540,13-Apr-21,2021,2,Violence against civilians,Attack,Dinka Ethnic Militia (South Sudan),Pastoralists (South Sudan),4,Civilians (South Sudan),Pastoralists (South Sudan); Aliap-Luackoth-Rek Sub-Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),7,47,Eastern Africa,South Sudan,Warrap,Tonj East,Ananatak,Faier,7.7477,29.1086,2,Catholic Radio Network,National,"Around 13 April 2021 (as reported), unspecified cattle raiders (presumed to be Dinka) attacked a cattle camp used by the Luackoth subsection of the Aliep section of the Rek Dinka, at an unspecified location in Tonj East county (Warrap state, note that the location is described as a 'swampy area' and is here presumed to be in the Aliep-inhabited Ananatak payam, and is coded to Faier). 2 Luackoth men were killed and over 300 head of cattle stolen.",2,1619476352,SSD
7875051,728,SSD7529,7529,12-Apr-21,2021,1,Protests,Peaceful protest,Protesters (South Sudan),Students (South Sudan),6,,,0,60,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Munuki,4.8568,31.5795,1,Radio Tamazuj; Twic Media Reports,National-Regional,"On 12 April 2021, a group of students gathered at the University campus in Munuki (Juba, Central Equatoria) to demonstrate against the ongoing university closure. The university has been closed since March 2020 due to coronavirus pandemic. [size=no report]",0,1618857529,SSD
7918327,728,SSD7539,7539,12-Apr-21,2021,1,Protests,Peaceful protest,Protesters (South Sudan),Students (South Sudan),6,,,0,60,Eastern Africa,South Sudan,Upper Nile,Malakal,Malakal North,Malakal,9.5377,31.6511,1,Radio Tamazuj,Regional,"On 12 April 2021, students demonstrated at Upper Nile University in Malakal city (Malakal county, Upper Nile state), denouncing the continued closure of the University since December 2019. [size=no report]",0,1619476353,SSD
7917787,728,SSD7528,7528,11-Apr-21,2021,1,Battles,Armed clash,Military Forces of South Sudan (2011-) Military Intelligence Service,,1,Lotuko Ethnic Milita (South Sudan),,4,14,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Torit,Torit,4.4079,32.5724,2,Radio Tamazuj; Sudans Post; Eye Radio (South Sudan),National-Regional,"On 11 April 2021, SSPDF Military Intelligence officers clashed with unspecified armed youth (presumed to Lotuko) at the junction close to Torit town (Torit county, Eastern Equatoria state) which leads to Loronyo and on to Lafon county. Military Intelligence killed one of the group and wounded another. According to the police, the armed youth blocked the road with logs prompting the military vehicle heading to Lafon from Torit to stop.",1,1619476352,SSD
7918299,728,SSD7537,7537,11-Apr-21,2021,2,Violence against civilians,Attack,Tonj East Communal Militia (South Sudan),,4,Civilians (South Sudan),Women (South Sudan),7,47,Eastern Africa,South Sudan,Lakes,Rumbek North,Maper Town,Maper,7.6986,29.7165,2,Radio Miraya,National,"Around 11 April 2021 (weekend of), unspecified militia from Tonj East county attacked the village of Luacjang in Rumbek North county (Lakes state) [coded to Maper], killing two elderly women. Six people were arrested in Romich town in connection with the attack, for which there is no clear motive.",2,1619476353,SSD
7917789,728,SSD7536,7536,11-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Women (South Sudan),7,37,Eastern Africa,South Sudan,Warrap,Gogrial West,Kuac North,Kuajok,8.3031,27.9814,1,Juba Monitor; Radio Tamazuj,National-Regional,"On 11 April 2021, unknown gunmen fired upon a mother and her children at Kuajok town (Gogrial West county, Warrap state), killing her and wounding one of her children. There is no clear motive to the attack; three have been arrested in connection with the killing, and others are at large.",1,1619476352,SSD
7917790,728,SSD7538,7538,11-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Labour Group (South Sudan),7,37,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Imurok,Obule,4.4589,32.4204,2,Radio Tamazuj; Eye Radio (South Sudan),National-Regional,"On 11 April 2021, unknown gunmen intercepted vehicles carrying contractors (working for a private UK-based company, and who were working on de-mining activities) at an unspecified location on the road between Torit town and Longairo (Torit county, Eastern Equatoria state) [coded to Obule]. The gunmen beat the contractors, and stole money and food supplies. UN peacekeepers subsequently retrieved the victims, who have withdrawn from the area as a result of the incident.",0,1619476352,SSD
7918330,728,SSD7535,7535,11-Apr-21,2021,2,Battles,Armed clash,Atuot Ethnic Militia (South Sudan),,4,Police Forces of South Sudan (2011-),,1,14,Eastern Africa,South Sudan,Lakes,Yirol West,Aluak-Luak,Aluak-Luak,6.4739,30.0992,1,Radio Tamazuj,Regional,"Around 11 April 2021 (weekend of), local militia (presumed to be Atuot) were described as 'attacking' the police station at Aluak-Luak (Yirol West county, Lakes state) after police arrested three people. It is not clear whether an exchange of fire took place, though two of the militiamen were arrested after police received reinforcements.",0,1619476353,SSD
7969717,728,SSD7534,7534,10-Apr-21,2021,1,Strategic developments,Other,Government of South Sudan (2011-),,1,Military Forces of South Sudan (2011-),Police Forces of South Sudan (2011-) National Security Service,1,11,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8551,31.5799,3,Radio Tamazuj,Regional,"Other: On 10 April 2021, President Salva Kiir dismissed the head of the army (Gen. JJ Okot, replaced by Gen. Santino Deng Wol), the head of the external branch of the National Security Service (Lt. Gen. Thomas Duoth, replaced by Maj. Gen. Simon Yien Makuac), and the Deputy Defence Minister (Lt. Gen. Malek Reuben, replaced by Gen. Chol Thon Balok), moving the dismissed officials to ambassadorial positions. The Minister of Presidential Affairs - Lt. Gen. (retired) Nhial Deng - was fired, whilst the director of the internal branch of the NSS - Akol Koor - was promoted to 1st Lt. Gen. A number of senior SSPDF commanders were also reshuffled. The removal of these powerful individuals comes amid escalating political tensions and discontent in the country. [event coded to Juba, Central Equatoria state]",0,1620691971,SSD
7918329,728,SSD7527,7527,10-Apr-21,2021,1,Battles,Armed clash,Murle Ethnic Militia (South Sudan),Pastoralists (South Sudan),4,Gun-Lou Clan Militia (South Sudan),Nuer Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,44,Eastern Africa,South Sudan,Jonglei,Uror,Pieri,Pieri,8.0448,32.0272,2,Radio Tamazuj,Regional,"On 10 April 2021, suspected Murle raiders attacked the Pageu area of Paluony in Pieri payam (Uror county, Jonglei state), exchanging fire with pastoralists (presumed to be from the Gun section of the Lou Nuer), and looting around 250 cows. No injuries were reported.",0,1619476353,SSD
7806984,728,SSD7526,7526,8-Apr-21,2021,1,Battles,Armed clash,Luach-Jang Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,Pakam-Agar Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,44,Eastern Africa,South Sudan,Lakes,Rumbek North,Aloor,Aloor,7.7944,29.6539,2,Eye Radio (South Sudan),National,"On 8 April 2021, armed pastoralists from the Luach-Jang Dinka and Pakam section of the Agar Dinka clan once again clashed at unspecified locations in Aloor payam (Rumbek North county, Lakes state), killing at least 15 and wounding at least 20 across two days of fighting. 10 of the deceased were killed on the first day of fighting, and the remaining 5 confirmed fatalities have been coded to fighting on 8 April. The precise reason for fighting is not specified.",5,1618266661,SSD
7806720,728,SSD7522,7522,7-Apr-21,2021,1,Battles,Armed clash,Luach-Jang Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,Pakam-Agar Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,44,Eastern Africa,South Sudan,Lakes,Rumbek North,Aloor,Aloor,7.7944,29.6539,2,Eye Radio (South Sudan); Radio Miraya,National,"On 7 April 2021, armed pastoralists from the Luach-Jang Dinka and Pakam section of the Agar Dinka clan clashed at unspecified locations in Aloor payam (Rumbek North county, Lakes state), killing at least 15 and wounding at least 20 across two days of fighting. 10 of the deceased were killed on the first day of fighting, and the remaining 5 confirmed fatalities have been coded to fighting on 8 April. The precise reason for fighting is not specified.",10,1618266661,SSD
7807275,728,SSD7525,7525,7-Apr-21,2021,2,Battles,Armed clash,Bul Clan Militia (South Sudan),Nuer Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,Apuk-Rek Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,44,Eastern Africa,South Sudan,Warrap,Gogrial East,Nyang,Nyang,8.5936,28.6144,1,Radio Miraya,National,"Around 7 April 2021 (as reported), Bul Nuer militia attacked Mayen Jur and Nyang in Gogrial East county (Warrap state), seemingly in revenge for an attack in Mayom county on 4 April. 'Up to' 15 people were killed and 17 wounded in clashes with local militias (presumed to be from the Apuk section of the Rek Dinka), and the administrative headquarters at Nyang was torched. Fatalities distributed across two events.",7,1618266662,SSD
8366927,728,SSD7737,7737,7-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Zande Ethnic Group (South Sudan),7,37,Eastern Africa,South Sudan,Western Equatoria,Tambura,Source Yubu,Source Yubo,5.3932,27.2542,1,Undisclosed Source,Local partner-Other,"On 7 April 2021, unknown gunmen killed a male civilian (presumed to be Zande) in Source Yubo (Tambura county, Western Equatoria state), amid increasing insecurity in the area. There is no further information.",1,1625510721,SSD
7810926,728,SSD7524,7524,7-Apr-21,2021,2,Battles,Armed clash,Bul Clan Militia (South Sudan),Nuer Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,Apuk-Rek Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,44,Eastern Africa,South Sudan,Warrap,Tonj North,Nyang,Mayen Jur,8.6512,28.6804,1,Radio Miraya,National,"Around 7 April 2021 (as reported), Bul Nuer militia attacked Mayen Jur and Nyang in Gogrial East county (Warrap state), seemingly in revenge for an attack in Mayom county on 4 April. 'Up to' 15 people were killed and 17 wounded in clashes with local militias (presumed to be from the Apuk section of the Rek Dinka), and the administrative headquarters at Nyang was torched. Fatalities distributed across two events.",8,1618480078,SSD
7810949,728,SSD7523,7523,7-Apr-21,2021,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Aid Workers (South Sudan); Save the Children,7,37,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Bur,Loronyo,4.6474,32.6486,2,Radio Tamazuj,Regional,"Looting: On 7 April 2021, unknown attackers (described as bandits) intercepted a truck commissioned by Save the Children at an unspecified location in Torit county (Eastern Equatoria state) along the Torit-Lafon road [coded to Loronyo]. The attacks forced the victims to take of their clothes, and proceeded to rob them.",0,1618268926,SSD
8366949,728,SSD7736,7736,4-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Zande Ethnic Group (South Sudan),7,37,Eastern Africa,South Sudan,Western Equatoria,Tambura,Source Yubu,Source Yubo,5.3932,27.2542,1,Undisclosed Source,Local partner-Other,"On 4 April 2021, unknown gunmen killed a male civilian (presumed to be Zande) in Source Yubo (Tambura county, Western Equatoria state), amid increasing insecurity in the area. There is no further information.",1,1625510721,SSD
7918534,728,SSD7533,7533,4-Apr-21,2021,1,Violence against civilians,Sexual violence,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),Women (South Sudan); Lotuko Ethnic Group (South Sudan),7,17,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Hiyala,Haforiere,4.4472,32.8181,2,VOA,International,"On 4 April 2021, SSPDF attacked civilians (presumed to be Lotuko) at an unspecified village (or villages) in the Haforiere area of Torit county (Eastern Equatoria state). The soldiers fired at civilians - killing one - and allegedly raped 13 women. The soldiers also looted from dwellings. Authorities have disputed the accusations, and say the soldiers were pursuing criminal elements.",1,1619476354,SSD
7806718,728,SSD7520,7520,4-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (Burundi),Civilians (Kenya); Labour Group (Burundi); Labour Group (Kenya),7,37,Eastern Africa,South Sudan,Western Equatoria,Mundri East,Witto,Madi (Witto payam),5.0949,30.6828,2,Juba Monitor; Radio Tamazuj; Eye Radio (South Sudan),National-Regional,"On 4 April 2021, unknown attackers ambushed a truck (which one report says is a UN truck, though this is unconfirmed) at an unspecified location between Jambo and Buagyi in Witto payam (Mundri East county, Western Equatoria state) [coded to Madi (Witto payam)]. A Burundian driver and a Kenyan mechanic were killed (with the Kenyan dying later of their wounds), and three or four people are reported to be missing. NAS rebels have disputed accusations that they were responsible for the attack.",2,1618266661,SSD
7806719,728,SSD7521,7521,4-Apr-21,2021,1,Battles,Armed clash,Apuk-Rek Clan Militia (South Sudan),Akop-Lou Paher Rek Clan Militia (South Sudan); Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,Bul Clan Militia (South Sudan),Nuer Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,44,Eastern Africa,South Sudan,Unity,Mayom,Mankien,Ruathkey,9.0483,29.1075,2,Juba Monitor; Radio Tamazuj; Eye Radio (South Sudan),National-Regional,"On 4 April 2021, heavy fighting broke out between Dinka militias from Mayenjur in Gogrial East (presumed to be from the Apuk section of the Rek Dinka) and Lou in Tonj North (presumed to be from the Lou Paher subsection of the Akop section) and Bul Nuer at cattle camps in the areas of Gatdeng and Bouding (Mayom county, Unity state. Area assumed to be close to the borders with Gogrial East and Tonj North counties given the identities of the attacks, and is provisionally coded to Ruathkey). At least 18 have been killed (some reports say around 30) and at least 27-29 wounded. Between 429 and over 2,000 head of cattle were reported stolen, and over hundred head of cattle were killed or wounded.",18,1618266661,SSD
7807311,728,SSD7518,7518,3-Apr-21,2021,1,Violence against civilians,Attack,Unidentified Communal Militia (South Sudan),Pastoralists (South Sudan),4,Civilians (South Sudan),Gun-Lou Clan Group (South Sudan); Nuer Ethnic Group (South Sudan); Pastoralists (South Sudan),7,47,Eastern Africa,South Sudan,Jonglei,Uror,Pieri,Pieri,8.0448,32.0272,2,Radio Tamazuj,Regional,"On 3 April 2021, unknown raiders attacked Kajethar cattle camp near Pieri (Uror county, Jonglei state), killing one person (victim presumed to be from the Gun section of the Lou Nuer) and allegedly stealing 4,500 head of cattle.",1,1618266662,SSD
